title,summary,authors,published,url,text
Block-Level Parallelism in Parsing Block Structured Languages,"Softwares source code is becoming large and complex. Compilation of large base code is a time consuming process. Parallel compilation of code will help in reducing the time complexity. Parsing is one of the phases in compiler in which significant amount of time of compilation is spent. Techniques have already been developed to extract the parallelism available in parser. Current LR(k) parallel parsing techniques either face difficulty in creating Abstract Syntax Tree or requires modification in the grammar or are specific to less expressive grammars. Most of the programming languages like C, ALGOL are block-structured, and in most languages grammars the grammar of different blocks is independent, allowing different blocks to be parsed in parallel. We are proposing a block level parallel parser derived from Incremental Jump Shift Reduce Parser by [13]. Block Parallelized Parser (BPP) can even work as a block parallel incremental parser. We define a set of Incremental Categories and create the partitions of a grammar based on a rule. When parser reaches the start of the block symbol it will check whether the current block is related to any incremental category. If block parallel parser find the incremental category for it, parser will parse the block in parallel. Block parallel parser is developed for LR(1) grammar. Without making major changes in Shift Reduce (SR) LR(1) parsing algorithm, block parallel parser can create an Abstract Syntax tree easily. We believe this parser can be easily extended to LR (k) grammars and also be converted to an LALR (1) parser. We implemented BPP and SR LR(1) parsing algorithm for C Programming Language. We evaluated performance of both techniques by parsing 10 random files from Linux Kernel source. BPP showed 28% and 52% improvement in the case of including header files and excluding header files respectively.",Abhinav Jangda,2015-09-27,http://arxiv.org/abs/1509.08068v1,"Block-Level Parallelism in Parsing Block Structured Languages. Softwares source code is becoming large and complex. Compilation of large base code is a time consuming process. Parallel compilation of code will help in reducing the time complexity. Parsing is one of the phases in compiler in which significant amount of time of compilation is spent. Techniques have already been developed to extract the parallelism available in parser. Current LR(k) parallel parsing techniques either face difficulty in creating Abstract Syntax Tree or requires modification in the grammar or are specific to less expressive grammars. Most of the programming languages like C, ALGOL are block-structured, and in most languages grammars the grammar of different blocks is independent, allowing different blocks to be parsed in parallel. We are proposing a block level parallel parser derived from Incremental Jump Shift Reduce Parser by [13]. Block Parallelized Parser (BPP) can even work as a block parallel incremental parser. We define a set of Incremental Categories and create the partitions of a grammar based on a rule. When parser reaches the start of the block symbol it will check whether the current block is related to any incremental category. If block parallel parser find the incremental category for it, parser will parse the block in parallel. Block parallel parser is developed for LR(1) grammar. Without making major changes in Shift Reduce (SR) LR(1) parsing algorithm, block parallel parser can create an Abstract Syntax tree easily. We believe this parser can be easily extended to LR (k) grammars and also be converted to an LALR (1) parser. We implemented BPP and SR LR(1) parsing algorithm for C Programming Language. We evaluated performance of both techniques by parsing 10 random files from Linux Kernel source. BPP showed 28% and 52% improvement in the case of including header files and excluding header files respectively."
FAIR: Flow Type-Aware Pre-Training of Compiler Intermediate Representations,"While the majority of existing pre-trained models from code learn source code features such as code tokens and abstract syntax trees, there are some other works that focus on learning from compiler intermediate representations (IRs). Existing IR-based models typically utilize IR features such as instructions, control and data flow graphs (CDFGs), call graphs, etc. However, these methods confuse variable nodes and instruction nodes in a CDFG and fail to distinguish different types of flows, and the neural networks they use fail to capture long-distance dependencies and have over-smoothing and over-squashing problems. To address these weaknesses, we propose FAIR, a Flow type-Aware pre-trained model for IR that involves employing (1) a novel input representation of IR programs; (2) Graph Transformer to address over-smoothing, over-squashing and long-dependencies problems; and (3) five pre-training tasks that we specifically propose to enable FAIR to learn the semantics of IR tokens, flow type information, and the overall representation of IR. Experimental results show that FAIR can achieve state-of-the-art results on four code-related downstream tasks.","Changan Niu, Chuanyi Li, Vincent Ng, David Lo, Bin Luo",2023-09-09,http://arxiv.org/abs/2309.04828v1,"FAIR: Flow Type-Aware Pre-Training of Compiler Intermediate Representations. While the majority of existing pre-trained models from code learn source code features such as code tokens and abstract syntax trees, there are some other works that focus on learning from compiler intermediate representations (IRs). Existing IR-based models typically utilize IR features such as instructions, control and data flow graphs (CDFGs), call graphs, etc. However, these methods confuse variable nodes and instruction nodes in a CDFG and fail to distinguish different types of flows, and the neural networks they use fail to capture long-distance dependencies and have over-smoothing and over-squashing problems. To address these weaknesses, we propose FAIR, a Flow type-Aware pre-trained model for IR that involves employing (1) a novel input representation of IR programs; (2) Graph Transformer to address over-smoothing, over-squashing and long-dependencies problems; and (3) five pre-training tasks that we specifically propose to enable FAIR to learn the semantics of IR tokens, flow type information, and the overall representation of IR. Experimental results show that FAIR can achieve state-of-the-art results on four code-related downstream tasks."
securePrune:Secure block pruning in UTXO based blockchains using Accumulators,"In this paper, we propose a scheme called securePrune for reducing the storage space of a full node and synchronization time of bootstrapping nodes joining the Peer-to-Peer (P2P) network in an Unspent Transaction Outputs (UTXO) based blockchain like bitcoin using RSA accumulators. The size of the bitcoin blockchain is growing linearly with transactions. We propose a new block structure to represent the state of a blockchain also called UTXO set by including an accumulator of a state in the block header and proofs of knowledge for inclusion and deletion of the transactions of the current block in the block. In our scheme, the miners periodically release a snapshot of the blockchain state. The other full nodes in the network, securely prune the historical blocks after attaining the required number of confirmations for the snapshot block, which in turn confirms the snapshot of the state through an accumulator specified in the block header and proofs inside the block. The secure and periodic pruning of the old blocks, reduce the synchronization time for a new node joining into the network. The simulation results demonstrate a significant reduction in the storage space of a full node and bootstrapping cost of the new nodes.",Swaroopa Reddy B,2020-10-12,http://arxiv.org/abs/2010.05448v1,"securePrune:Secure block pruning in UTXO based blockchains using Accumulators. In this paper, we propose a scheme called securePrune for reducing the storage space of a full node and synchronization time of bootstrapping nodes joining the Peer-to-Peer (P2P) network in an Unspent Transaction Outputs (UTXO) based blockchain like bitcoin using RSA accumulators. The size of the bitcoin blockchain is growing linearly with transactions. We propose a new block structure to represent the state of a blockchain also called UTXO set by including an accumulator of a state in the block header and proofs of knowledge for inclusion and deletion of the transactions of the current block in the block. In our scheme, the miners periodically release a snapshot of the blockchain state. The other full nodes in the network, securely prune the historical blocks after attaining the required number of confirmations for the snapshot block, which in turn confirms the snapshot of the state through an accumulator specified in the block header and proofs inside the block. The secure and periodic pruning of the old blocks, reduce the synchronization time for a new node joining into the network. The simulation results demonstrate a significant reduction in the storage space of a full node and bootstrapping cost of the new nodes."
Packet Header Recognition Utilizing an All-Optical Reservoir Based on Reinforcement-Learning-Optimized Double-Ring Resonator,"Optical packet header recognition is an important signal processing task of optical communication networks. In this work, we propose an all-optical reservoir, consisting of integrated double-ring resonators (DRRs) as nodes, for fast and accurate optical packet header recognition. As the delay-bandwidth product (DBP) of the node is a key figure-of-merit in the reservoir, we adopt a deep reinforcement learning algorithm to maximize the DBPs for various types of DRRs, which has the advantage of full parameter space optimization and fast convergence speed. Intriguingly, the optimized DBPs of the DRRs in cascaded, parallel, and embedded configurations reach the same maximum value, which is believed to be the global maximum. Finally, 3-bit and 6-bit packet header recognition tasks are performed with the all-optical reservoir consisting of the optimized cascaded rings, which have greatly reduced chip size and the desired ""flat-top"" delay spectra. Using this optical computing scheme, word-error rates as low as 5*10-4 and 9*10-4 are achieved for 3-bit and 6-bit packet header recognition tasks, respectively, which are one order of magnitude better than the previously reported values.","Zheng Li, Xiaoyan Zhou, Zongze Li, Guanju Peng, Yuhao Guo, Lin Zhang",2023-08-26,http://arxiv.org/abs/2308.13818v2,"Packet Header Recognition Utilizing an All-Optical Reservoir Based on Reinforcement-Learning-Optimized Double-Ring Resonator. Optical packet header recognition is an important signal processing task of optical communication networks. In this work, we propose an all-optical reservoir, consisting of integrated double-ring resonators (DRRs) as nodes, for fast and accurate optical packet header recognition. As the delay-bandwidth product (DBP) of the node is a key figure-of-merit in the reservoir, we adopt a deep reinforcement learning algorithm to maximize the DBPs for various types of DRRs, which has the advantage of full parameter space optimization and fast convergence speed. Intriguingly, the optimized DBPs of the DRRs in cascaded, parallel, and embedded configurations reach the same maximum value, which is believed to be the global maximum. Finally, 3-bit and 6-bit packet header recognition tasks are performed with the all-optical reservoir consisting of the optimized cascaded rings, which have greatly reduced chip size and the desired ""flat-top"" delay spectra. Using this optical computing scheme, word-error rates as low as 5*10-4 and 9*10-4 are achieved for 3-bit and 6-bit packet header recognition tasks, respectively, which are one order of magnitude better than the previously reported values."
Block-SSD: A New Block-Based Blocking SSD Architecture,"Computer science and related fields (e.g., computer engineering, computer hardware engineering, electrical engineering, electrical and computer engineering, computer systems engineering) often draw inspiration from other fields, areas, and the real world in order to describe topics in their area. One cross-domain example is the idea of a block. The idea of blocks comes in many flavors, including software (e.g., process control blocks, file system blocks, data blocks, basic blocks, blocking statements, blocking processes, blocker bugs) and hardware (e.g., NAND flash blocks, cache blocks, logic blocks); however, this makes it difficult to precisely discern what a ""block"" is. In this work, we make little (negative) effort to disambiguate these terms and propose our own set of overloaded terms to increase the complexity of this paper. To inspire new students to join their research groups, professors often hang posters or other publications along the walls adjacent to their offices. Regrettably, Saugata does not have any posters directly covering his door, leaving prime real estate. Therefore, this underutilized space in the Siebel Center for Computer Science offers substantial opportunities for renovations. To alleviate this concern, we propose Block-SSD. Block-SSD takes a basic block, formed out of a page, and physically combines these blocks into larger blocks. Those blocks are then formed into a larger door block, which cover most of the professor's door. To our knowledge, we are the first to design a block-based blocking Sabotaging Saugata's Door (SSD) architecture.","Ryan Wong, Arjun Tyagi, Sungjun Cho, Pratik Sampat, Yiqiu Sun",2024-04-03,http://arxiv.org/abs/2404.07228v1,"Block-SSD: A New Block-Based Blocking SSD Architecture. Computer science and related fields (e.g., computer engineering, computer hardware engineering, electrical engineering, electrical and computer engineering, computer systems engineering) often draw inspiration from other fields, areas, and the real world in order to describe topics in their area. One cross-domain example is the idea of a block. The idea of blocks comes in many flavors, including software (e.g., process control blocks, file system blocks, data blocks, basic blocks, blocking statements, blocking processes, blocker bugs) and hardware (e.g., NAND flash blocks, cache blocks, logic blocks); however, this makes it difficult to precisely discern what a ""block"" is. In this work, we make little (negative) effort to disambiguate these terms and propose our own set of overloaded terms to increase the complexity of this paper. To inspire new students to join their research groups, professors often hang posters or other publications along the walls adjacent to their offices. Regrettably, Saugata does not have any posters directly covering his door, leaving prime real estate. Therefore, this underutilized space in the Siebel Center for Computer Science offers substantial opportunities for renovations. To alleviate this concern, we propose Block-SSD. Block-SSD takes a basic block, formed out of a page, and physically combines these blocks into larger blocks. Those blocks are then formed into a larger door block, which cover most of the professor's door. To our knowledge, we are the first to design a block-based blocking Sabotaging Saugata's Door (SSD) architecture."
Blocks and Fuel: Frameworks for deep learning,"We introduce two Python frameworks to train neural networks on large datasets: Blocks and Fuel. Blocks is based on Theano, a linear algebra compiler with CUDA-support. It facilitates the training of complex neural network models by providing parametrized Theano operations, attaching metadata to Theano's symbolic computational graph, and providing an extensive set of utilities to assist training the networks, e.g. training algorithms, logging, monitoring, visualization, and serialization. Fuel provides a standard format for machine learning datasets. It allows the user to easily iterate over large datasets, performing many types of pre-processing on the fly.","Bart van Merriënboer, Dzmitry Bahdanau, Vincent Dumoulin, Dmitriy Serdyuk, David Warde-Farley, Jan Chorowski, Yoshua Bengio",2015-06-01,http://arxiv.org/abs/1506.00619v1,"Blocks and Fuel: Frameworks for deep learning. We introduce two Python frameworks to train neural networks on large datasets: Blocks and Fuel. Blocks is based on Theano, a linear algebra compiler with CUDA-support. It facilitates the training of complex neural network models by providing parametrized Theano operations, attaching metadata to Theano's symbolic computational graph, and providing an extensive set of utilities to assist training the networks, e.g. training algorithms, logging, monitoring, visualization, and serialization. Fuel provides a standard format for machine learning datasets. It allows the user to easily iterate over large datasets, performing many types of pre-processing on the fly."
Reinforcement Learning for Robust Header Compression under Model Uncertainty,"Robust header compression (ROHC), critically positioned between the network and the MAC layers, plays an important role in modern wireless communication systems for improving data efficiency. This work investigates bi-directional ROHC (BD-ROHC) integrated with a novel architecture of reinforcement learning (RL). We formulate a partially observable \emph{Markov} decision process (POMDP), in which agent is the compressor, and the environment consists of the decompressor, channel and header source. Our work adopts the well-known deep Q-network (DQN), which takes the history of actions and observations as inputs, and outputs the Q-values of corresponding actions. Compared with the ideal dynamic programming (DP) proposed in the existing works, our method is scalable to the state, action and observation spaces. In contrast, DP often suffers from formidable computational complexity when the number of states becomes large due to long decompressor feedback delay and complex channel models. In addition, our method does not require prior knowledge of the transition dynamics and accurate observation dependency of the model, which are often not available in many practical applications.","Shusen Jing, Songyang Zhang, Zhi Ding",2023-09-23,http://arxiv.org/abs/2309.13291v1,"Reinforcement Learning for Robust Header Compression under Model Uncertainty. Robust header compression (ROHC), critically positioned between the network and the MAC layers, plays an important role in modern wireless communication systems for improving data efficiency. This work investigates bi-directional ROHC (BD-ROHC) integrated with a novel architecture of reinforcement learning (RL). We formulate a partially observable \emph{Markov} decision process (POMDP), in which agent is the compressor, and the environment consists of the decompressor, channel and header source. Our work adopts the well-known deep Q-network (DQN), which takes the history of actions and observations as inputs, and outputs the Q-values of corresponding actions. Compared with the ideal dynamic programming (DP) proposed in the existing works, our method is scalable to the state, action and observation spaces. In contrast, DP often suffers from formidable computational complexity when the number of states becomes large due to long decompressor feedback delay and complex channel models. In addition, our method does not require prior knowledge of the transition dynamics and accurate observation dependency of the model, which are often not available in many practical applications."
Probabilistic Allocation of Payload Code Rate and Header Copies in LR-FHSS Networks,"We evaluate the performance of the LoRaWAN Long-Range Frequency Hopping Spread Spectrum (LR-FHSS) technique using a device-level probabilistic strategy for code rate and header replica allocation. Specifically, we investigate the effects of different header replica and code rate allocations at each end-device, guided by a probability distribution provided by the network server. As a benchmark, we compare the proposed strategy with the standardized LR-FHSS data rates DR8 and DR9. Our numerical results demonstrate that the proposed strategy consistently outperforms the DR8 and DR9 standard data rates across all considered scenarios. Notably, our findings reveal that the optimal distribution rarely includes data rate DR9, while data rate DR8 significantly contributes to the goodput and energy efficiency optimizations.","Jamil de Araujo Farhat, Jean Michel de Souza Sant'Ana, João Luiz Rebelatto, Nurul Huda Mahmood, Gianni Pasolini, Richard Demo Souza",2024-10-04,http://arxiv.org/abs/2410.03392v2,"Probabilistic Allocation of Payload Code Rate and Header Copies in LR-FHSS Networks. We evaluate the performance of the LoRaWAN Long-Range Frequency Hopping Spread Spectrum (LR-FHSS) technique using a device-level probabilistic strategy for code rate and header replica allocation. Specifically, we investigate the effects of different header replica and code rate allocations at each end-device, guided by a probability distribution provided by the network server. As a benchmark, we compare the proposed strategy with the standardized LR-FHSS data rates DR8 and DR9. Our numerical results demonstrate that the proposed strategy consistently outperforms the DR8 and DR9 standard data rates across all considered scenarios. Notably, our findings reveal that the optimal distribution rarely includes data rate DR9, while data rate DR8 significantly contributes to the goodput and energy efficiency optimizations."
HEADER: Hierarchical Robot Exploration via Attention-Based Deep Reinforcement Learning with Expert-Guided Reward,"This work pushes the boundaries of learning-based methods in autonomous robot exploration in terms of environmental scale and exploration efficiency. We present HEADER, an attention-based reinforcement learning approach with hierarchical graphs for efficient exploration in large-scale environments. HEADER follows existing conventional methods to construct hierarchical representations for the robot belief/map, but further designs a novel community-based algorithm to construct and update a global graph, which remains fully incremental, shape-adaptive, and operates with linear complexity. Building upon attention-based networks, our planner finely reasons about the nearby belief within the local range while coarsely leveraging distant information at the global scale, enabling next-best-viewpoint decisions that consider multi-scale spatial dependencies. Beyond novel map representation, we introduce a parameter-free privileged reward that significantly improves model performance and produces near-optimal exploration behaviors, by avoiding training objective bias caused by handcrafted reward shaping. In simulated challenging, large-scale exploration scenarios, HEADER demonstrates better scalability than most existing learning and non-learning methods, while achieving a significant improvement in exploration efficiency (up to 20%) over state-of-the-art baselines. We also deploy HEADER on hardware and validate it in complex, large-scale real-life scenarios, including a 300m*230m campus environment.","Yuhong Cao, Yizhuo Wang, Jingsong Liang, Shuhao Liao, Yifeng Zhang, Peizhuo Li, Guillaume Sartoretti",2025-10-17,http://arxiv.org/abs/2510.15679v1,"HEADER: Hierarchical Robot Exploration via Attention-Based Deep Reinforcement Learning with Expert-Guided Reward. This work pushes the boundaries of learning-based methods in autonomous robot exploration in terms of environmental scale and exploration efficiency. We present HEADER, an attention-based reinforcement learning approach with hierarchical graphs for efficient exploration in large-scale environments. HEADER follows existing conventional methods to construct hierarchical representations for the robot belief/map, but further designs a novel community-based algorithm to construct and update a global graph, which remains fully incremental, shape-adaptive, and operates with linear complexity. Building upon attention-based networks, our planner finely reasons about the nearby belief within the local range while coarsely leveraging distant information at the global scale, enabling next-best-viewpoint decisions that consider multi-scale spatial dependencies. Beyond novel map representation, we introduce a parameter-free privileged reward that significantly improves model performance and produces near-optimal exploration behaviors, by avoiding training objective bias caused by handcrafted reward shaping. In simulated challenging, large-scale exploration scenarios, HEADER demonstrates better scalability than most existing learning and non-learning methods, while achieving a significant improvement in exploration efficiency (up to 20%) over state-of-the-art baselines. We also deploy HEADER on hardware and validate it in complex, large-scale real-life scenarios, including a 300m*230m campus environment."
FTCircuitBench: A Benchmark Suite for Fault-Tolerant Quantum Compilation and Architecture,"Realizing large-scale quantum advantage is expected to require quantum error correction (QEC), making the compilation and optimization of logical operations a critical area of research. Logical computation imposes distinct constraints and operational paradigms that differ from those of the Noisy Intermediate-Scale Quantum (NISQ) regime, motivating the continued evolution of compilation tools. Given the complexity of this emerging stack, where factors such as gate decomposition precision and computational models must be co-designed, standardized benchmarks and toolkits are valuable for evaluating progress. To support this need, we introduce FTCircuitBench, which serves as: (1) a benchmark suite of impactful quantum algorithms, featuring pre-compiled instances in both Clifford+T and Pauli Based Computation models; (2) a modular end-to-end pipeline allowing users to compile and decompose algorithms for various fault-tolerant architectures, supporting both prebuilt and custom optimization passes; and (3) a toolkit for evaluating the impact of algorithms and optimization across the full compilation stack, providing detailed numerical analysis at each stage. FTCircuitBench is fully open-sourced and maintained on Github.","Adrian Harkness, Shuwen Kan, Chenxu Liu, Meng Wang, John M. Martyn, Shifan Xu, Diana Chamaki, Ethan Decker, Ying Mao, Luis F. Zuluaga, Tamás Terlaky, Ang Li, Samuel Stein",2026-01-06,http://arxiv.org/abs/2601.03185v1,"FTCircuitBench: A Benchmark Suite for Fault-Tolerant Quantum Compilation and Architecture. Realizing large-scale quantum advantage is expected to require quantum error correction (QEC), making the compilation and optimization of logical operations a critical area of research. Logical computation imposes distinct constraints and operational paradigms that differ from those of the Noisy Intermediate-Scale Quantum (NISQ) regime, motivating the continued evolution of compilation tools. Given the complexity of this emerging stack, where factors such as gate decomposition precision and computational models must be co-designed, standardized benchmarks and toolkits are valuable for evaluating progress. To support this need, we introduce FTCircuitBench, which serves as: (1) a benchmark suite of impactful quantum algorithms, featuring pre-compiled instances in both Clifford+T and Pauli Based Computation models; (2) a modular end-to-end pipeline allowing users to compile and decompose algorithms for various fault-tolerant architectures, supporting both prebuilt and custom optimization passes; and (3) a toolkit for evaluating the impact of algorithms and optimization across the full compilation stack, providing detailed numerical analysis at each stage. FTCircuitBench is fully open-sourced and maintained on Github."
Rock blocks,"Consider representation theory associated to symmetric groups, or to Hecke algebras in type A, or to q-Schur algebras, or to finite general linear groups in non-describing characteristic. Rock blocks are certain combinatorially defined blocks appearing in such a representation theory, first observed by R. Rouquier. Rock blocks are much more symmetric than general blocks, and every block is derived equivalent to a Rock block. Motivated by a theorem of J. Chuang and R. Kessar in the case of symmetric group blocks of abelian defect, we pursue a structure theorem for these blocks.",W. Turner,2007-10-29,http://arxiv.org/abs/0710.5462v1,"Rock blocks. Consider representation theory associated to symmetric groups, or to Hecke algebras in type A, or to q-Schur algebras, or to finite general linear groups in non-describing characteristic. Rock blocks are certain combinatorially defined blocks appearing in such a representation theory, first observed by R. Rouquier. Rock blocks are much more symmetric than general blocks, and every block is derived equivalent to a Rock block. Motivated by a theorem of J. Chuang and R. Kessar in the case of symmetric group blocks of abelian defect, we pursue a structure theorem for these blocks."
Self-supervised Text-to-SQL Learning with Header Alignment Training,"Since we can leverage a large amount of unlabeled data without any human supervision to train a model and transfer the knowledge to target tasks, self-supervised learning is a de-facto component for the recent success of deep learning in various fields. However, in many cases, there is a discrepancy between a self-supervised learning objective and a task-specific objective. In order to tackle such discrepancy in Text-to-SQL task, we propose a novel self-supervised learning framework. We utilize the task-specific properties of Text-to-SQL task and the underlying structures of table contents to train the models to learn useful knowledge of the \textit{header-column} alignment task from unlabeled table data. We are able to transfer the knowledge to the supervised Text-to-SQL training with annotated samples, so that the model can leverage the knowledge to better perform the \textit{header-span} alignment task to predict SQL statements. Experimental results show that our self-supervised learning framework significantly improves the performance of the existing strong BERT based models without using large external corpora. In particular, our method is effective for training the model with scarce labeled data. The source code of this work is available in GitHub.","Donggyu Kim, Seanie Lee",2021-03-11,http://arxiv.org/abs/2103.06402v1,"Self-supervised Text-to-SQL Learning with Header Alignment Training. Since we can leverage a large amount of unlabeled data without any human supervision to train a model and transfer the knowledge to target tasks, self-supervised learning is a de-facto component for the recent success of deep learning in various fields. However, in many cases, there is a discrepancy between a self-supervised learning objective and a task-specific objective. In order to tackle such discrepancy in Text-to-SQL task, we propose a novel self-supervised learning framework. We utilize the task-specific properties of Text-to-SQL task and the underlying structures of table contents to train the models to learn useful knowledge of the \textit{header-column} alignment task from unlabeled table data. We are able to transfer the knowledge to the supervised Text-to-SQL training with annotated samples, so that the model can leverage the knowledge to better perform the \textit{header-span} alignment task to predict SQL statements. Experimental results show that our self-supervised learning framework significantly improves the performance of the existing strong BERT based models without using large external corpora. In particular, our method is effective for training the model with scarce labeled data. The source code of this work is available in GitHub."
Nilpotent extensions of blocks,"There are normal sub-blocks of nilpotent blocks which are NOT nilpotent or, equivalently, nilpotent extensions of non-nilpotent blocks. In this paper we determine the source algebra structure of the non-nilpotent blocks involved in these situations. Actually, we introduce a new type of blocks - called the inertial blocks - which include the nilpotent blocks and is closed by taking normal sub-blocks.",Lluis Puig,2010-04-09,http://arxiv.org/abs/1004.1613v1,"Nilpotent extensions of blocks. There are normal sub-blocks of nilpotent blocks which are NOT nilpotent or, equivalently, nilpotent extensions of non-nilpotent blocks. In this paper we determine the source algebra structure of the non-nilpotent blocks involved in these situations. Actually, we introduce a new type of blocks - called the inertial blocks - which include the nilpotent blocks and is closed by taking normal sub-blocks."
A construction of product blocks with a fixed block size,"Let $M(n,d)$ be the maximum size of a permutation array on $n$ symbols with pairwise Hamming distance at least $d$. Some permutation arrays can be constructed using blocks of certain type [2] called product blocks in this paper. We study the problem of designing $(q,k)$-product blocks with a fixed block size $k$.",Sergey Bereg,2018-05-08,http://arxiv.org/abs/1805.03165v2,"A construction of product blocks with a fixed block size. Let $M(n,d)$ be the maximum size of a permutation array on $n$ symbols with pairwise Hamming distance at least $d$. Some permutation arrays can be constructed using blocks of certain type [2] called product blocks in this paper. We study the problem of designing $(q,k)$-product blocks with a fixed block size $k$."
Block matrices and Guo's Index for block circulant matrices with circulant blocks,"In this paper we deal with circulant and partitioned into $n$-by-$n$ circulant blocks matrices and introduce spectral results concerning this class of matrices. The problem of finding lists of complex numbers corresponding to a set of eigenvalues of a nonnegative block matrix with circulant blocks is treated. Along the paper we call realizable list if its elements are the eigenvalues of a nonnegative matrix. The Guo's index $λ_0$ of a realizable list is the minimum spectral radius such that the list (up to the initial spectral radius) together with $λ_0$ is realizable. The Guo's index of block circulant matrices with circulant blocks is obtained, and in consequence, necessary and sufficient conditions concerning the NIEP, Nonnegative Inverse Eigenvalue Problem, for the realizability of some spectra are given.","Enide Andrade, Cristina Manzaneda, Hans Nina, María Robbiano",2018-04-25,http://arxiv.org/abs/1804.09704v1,"Block matrices and Guo's Index for block circulant matrices with circulant blocks. In this paper we deal with circulant and partitioned into $n$-by-$n$ circulant blocks matrices and introduce spectral results concerning this class of matrices. The problem of finding lists of complex numbers corresponding to a set of eigenvalues of a nonnegative block matrix with circulant blocks is treated. Along the paper we call realizable list if its elements are the eigenvalues of a nonnegative matrix. The Guo's index $λ_0$ of a realizable list is the minimum spectral radius such that the list (up to the initial spectral radius) together with $λ_0$ is realizable. The Guo's index of block circulant matrices with circulant blocks is obtained, and in consequence, necessary and sufficient conditions concerning the NIEP, Nonnegative Inverse Eigenvalue Problem, for the realizability of some spectra are given."
Galois automorphisms and blocks covering unipotent blocks,"In this paper we prove that a recent condition of Lyons--Martínez--Navarro--Tiep, regarding the field of values of extensions of characters in principal blocks, is satisfied for all finite simple groups, which when combined with their results gives a new characterization of finite groups with a normal $\ell$-complement for a prime $\ell$. This leads us to study the distribution of characters in unipotent blocks of disconnected reductive groups and show that this is well-behaved under a generalization of $d$-Harish-Chandra theory. We go on to study the blockwise Galois--McKay (also known as the Alperin--McKay--Navarro) conjecture for the blocks of almost (quasi-)simple groups above unipotent blocks.","L. Ruhstorfer, A. A. Schaeffer Fry",2026-02-16,http://arxiv.org/abs/2602.14902v1,"Galois automorphisms and blocks covering unipotent blocks. In this paper we prove that a recent condition of Lyons--Martínez--Navarro--Tiep, regarding the field of values of extensions of characters in principal blocks, is satisfied for all finite simple groups, which when combined with their results gives a new characterization of finite groups with a normal $\ell$-complement for a prime $\ell$. This leads us to study the distribution of characters in unipotent blocks of disconnected reductive groups and show that this is well-behaved under a generalization of $d$-Harish-Chandra theory. We go on to study the blockwise Galois--McKay (also known as the Alperin--McKay--Navarro) conjecture for the blocks of almost (quasi-)simple groups above unipotent blocks."
Determinants of Block Matrices with Noncommuting Blocks,"Let $M$ be an $mn\times mn$ matrix over a commutative ring $R$. Divide $M$ into $m \times m$ blocks. Assume that the blocks commute pairwise. Consider the following two procedures: (1) Evaluate the $n \times n$ determinant formula at these blocks to obtain an $m \times m$ matrix, and take the determinant again to obtain an element of $R$; (2) Take the $mn \times mn$ determinant of $M$. It is known that the two procedures give the same element of $R$. We prove that if only certain pairs of blocks of $M$ commute, then the two procedures still give the same element of $R$, for a suitable definition of noncommutative determinants. We also derive from our result further collections of commutativity conditions that imply this equality of determinants, and we prove that our original condition is optimal under a particular constraint.",Nat Sothanaphan,2018-05-15,http://arxiv.org/abs/1805.06027v1,"Determinants of Block Matrices with Noncommuting Blocks. Let $M$ be an $mn\times mn$ matrix over a commutative ring $R$. Divide $M$ into $m \times m$ blocks. Assume that the blocks commute pairwise. Consider the following two procedures: (1) Evaluate the $n \times n$ determinant formula at these blocks to obtain an $m \times m$ matrix, and take the determinant again to obtain an element of $R$; (2) Take the $mn \times mn$ determinant of $M$. It is known that the two procedures give the same element of $R$. We prove that if only certain pairs of blocks of $M$ commute, then the two procedures still give the same element of $R$, for a suitable definition of noncommutative determinants. We also derive from our result further collections of commutativity conditions that imply this equality of determinants, and we prove that our original condition is optimal under a particular constraint."
Block definition design for stretchable metamaterials: enabling configurable sensitivity to deformation,"The sensitivity to deformation plays a key role in determining the applicability of stretchable metamaterials (MMs) to be used for conformal integration or mechanical reconfiguration. Typically, different unit designs are required to achieve the desired sensitivity, but this article proposes a block definition design for stretchable MMs that enables regulation of the MMs' response to deformation by defining various block arrangements with the same precursor structure. The article demonstrates a stretchable MM that employs the block definition design to show the mechanical reconfigurability of resonant frequency. Different block definitions result in modulation ranges of resonant frequency ranging from 39\% to 85\% when applying a 20\% tensile strain. Additionally, the proposed design is also used to realize another MM with contradictory sensitivity to the deformation and electromagnetically induced transparency (EIT) MMs with configurable transmission bandwidth to the deformation, indicating its potential for broader applications.","Sihong Chen, Taisong Pan, Zhengcheng Mou, Mingde Du, Tianxiang Wang, Bing-Zhong Wang, and Yuan Lin",2023-05-22,http://arxiv.org/abs/2306.08062v1,"Block definition design for stretchable metamaterials: enabling configurable sensitivity to deformation. The sensitivity to deformation plays a key role in determining the applicability of stretchable metamaterials (MMs) to be used for conformal integration or mechanical reconfiguration. Typically, different unit designs are required to achieve the desired sensitivity, but this article proposes a block definition design for stretchable MMs that enables regulation of the MMs' response to deformation by defining various block arrangements with the same precursor structure. The article demonstrates a stretchable MM that employs the block definition design to show the mechanical reconfigurability of resonant frequency. Different block definitions result in modulation ranges of resonant frequency ranging from 39\% to 85\% when applying a 20\% tensile strain. Additionally, the proposed design is also used to realize another MM with contradictory sensitivity to the deformation and electromagnetically induced transparency (EIT) MMs with configurable transmission bandwidth to the deformation, indicating its potential for broader applications."
